"subject","md5.hash","controller","item.number","element.number","type","group","variable","values","Col10","Col11","Col12","Col13","Col14"
"1490885367","93493b6c9d9fb9011e93e80233d3cbcd","NewForm",0,0,"00","NULL","","yes","",NA,NA,NA,NA
"1490885367","93493b6c9d9fb9011e93e80233d3cbcd","NewForm",0,0,"00","NULL","_REACTION_TIME_","2439","",NA,NA,NA,NA
"1490885367","93493b6c9d9fb9011e93e80233d3cbcd","NewForm",76,0,"form","NULL","year","1988","",NA,NA,NA,NA
"1490885367","93493b6c9d9fb9011e93e80233d3cbcd","NewForm",76,0,"form","NULL","language","Spanish","",NA,NA,NA,NA
"1490885367","93493b6c9d9fb9011e93e80233d3cbcd","NewForm",76,0,"form","NULL","idturk","XXX","",NA,NA,NA,NA
"1490885367","93493b6c9d9fb9011e93e80233d3cbcd","NewForm",76,0,"form","NULL","comment","try","",NA,NA,NA,NA
"1490885367","93493b6c9d9fb9011e93e80233d3cbcd","NewForm",76,0,"form","NULL","sex","female","",NA,NA,NA,NA
"1490885367","93493b6c9d9fb9011e93e80233d3cbcd","NewForm",76,0,"form","NULL","_REACTION_TIME_","11464","",NA,NA,NA,NA
